train,Synthetic,/train/7x_data/1_fake/p1_100_fake.png
train,Real,/train/7x_data/0_real/p1_100_real.png
train,Synthetic,/train/7x_data/1_fake/p1_101_fake.png
train,Real,/train/7x_data/0_real/p1_101_real.png
train,Synthetic,/train/7x_data/1_fake/p1_102_fake.png
train,Real,/train/7x_data/0_real/p1_102_real.png
train,Real,/train/7x_data/0_real/p1_103_real.png
train,Synthetic,/train/7x_data/1_fake/p1_105_fake.png
train,Real,/train/7x_data/0_real/p1_105_real.png
train,Real,/train/7x_data/0_real/p1_106_real.png
train,Synthetic,/train/7x_data/1_fake/p1_107_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_109_fake.png
train,Real,/train/7x_data/0_real/p1_109_real.png
train,Synthetic,/train/7x_data/1_fake/p1_10_fake.png
train,Real,/train/7x_data/0_real/p1_111_real.png
train,Real,/train/7x_data/0_real/p1_112_real.png
train,Synthetic,/train/7x_data/1_fake/p1_114_fake.png
train,Real,/train/7x_data/0_real/p1_114_real.png
train,Real,/train/7x_data/0_real/p1_116_real.png
train,Synthetic,/train/7x_data/1_fake/p1_118_fake.png
train,Real,/train/7x_data/0_real/p1_118_real.png
train,Synthetic,/train/7x_data/1_fake/p1_119_fake.png
train,Real,/train/7x_data/0_real/p1_119_real.png
train,Synthetic,/train/7x_data/1_fake/p1_11_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_120_fake.png
train,Real,/train/7x_data/0_real/p1_121_real.png
train,Synthetic,/train/7x_data/1_fake/p1_122_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_124_fake.png
train,Real,/train/7x_data/0_real/p1_124_real.png
train,Synthetic,/train/7x_data/1_fake/p1_126_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_127_fake.png
train,Real,/train/7x_data/0_real/p1_127_real.png
train,Real,/train/7x_data/0_real/p1_128_real.png
train,Synthetic,/train/7x_data/1_fake/p1_129_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_130_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_131_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_132_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_134_fake.png
train,Real,/train/7x_data/0_real/p1_134_real.png
train,Synthetic,/train/7x_data/1_fake/p1_135_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_137_fake.png
train,Real,/train/7x_data/0_real/p1_137_real.png
train,Synthetic,/train/7x_data/1_fake/p1_138_fake.png
train,Real,/train/7x_data/0_real/p1_138_real.png
train,Real,/train/7x_data/0_real/p1_139_real.png
train,Synthetic,/train/7x_data/1_fake/p1_13_fake.png
train,Real,/train/7x_data/0_real/p1_13_real.png
train,Real,/train/7x_data/0_real/p1_140_real.png
train,Real,/train/7x_data/0_real/p1_141_real.png
train,Synthetic,/train/7x_data/1_fake/p1_142_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_144_fake.png
train,Real,/train/7x_data/0_real/p1_144_real.png
train,Real,/train/7x_data/0_real/p1_145_real.png
train,Synthetic,/train/7x_data/1_fake/p1_146_fake.png
train,Real,/train/7x_data/0_real/p1_146_real.png
train,Synthetic,/train/7x_data/1_fake/p1_147_fake.png
train,Real,/train/7x_data/0_real/p1_147_real.png
train,Synthetic,/train/7x_data/1_fake/p1_148_fake.png
train,Real,/train/7x_data/0_real/p1_148_real.png
train,Synthetic,/train/7x_data/1_fake/p1_149_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_14_fake.png
train,Real,/train/7x_data/0_real/p1_14_real.png
train,Synthetic,/train/7x_data/1_fake/p1_151_fake.png
train,Real,/train/7x_data/0_real/p1_151_real.png
train,Synthetic,/train/7x_data/1_fake/p1_152_fake.png
train,Real,/train/7x_data/0_real/p1_152_real.png
train,Synthetic,/train/7x_data/1_fake/p1_154_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_155_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_156_fake.png
train,Real,/train/7x_data/0_real/p1_156_real.png
train,Synthetic,/train/7x_data/1_fake/p1_157_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_158_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_160_fake.png
train,Real,/train/7x_data/0_real/p1_160_real.png
train,Synthetic,/train/7x_data/1_fake/p1_161_fake.png
train,Real,/train/7x_data/0_real/p1_161_real.png
train,Synthetic,/train/7x_data/1_fake/p1_162_fake.png
train,Real,/train/7x_data/0_real/p1_162_real.png
train,Synthetic,/train/7x_data/1_fake/p1_163_fake.png
train,Real,/train/7x_data/0_real/p1_163_real.png
train,Synthetic,/train/7x_data/1_fake/p1_164_fake.png
train,Real,/train/7x_data/0_real/p1_164_real.png
train,Synthetic,/train/7x_data/1_fake/p1_165_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_166_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_168_fake.png
train,Real,/train/7x_data/0_real/p1_168_real.png
train,Synthetic,/train/7x_data/1_fake/p1_169_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_16_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_170_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_171_fake.png
train,Real,/train/7x_data/0_real/p1_171_real.png
train,Synthetic,/train/7x_data/1_fake/p1_172_fake.png
train,Real,/train/7x_data/0_real/p1_172_real.png
train,Synthetic,/train/7x_data/1_fake/p1_173_fake.png
train,Real,/train/7x_data/0_real/p1_173_real.png
train,Real,/train/7x_data/0_real/p1_174_real.png
train,Synthetic,/train/7x_data/1_fake/p1_176_fake.png
train,Real,/train/7x_data/0_real/p1_177_real.png
train,Real,/train/7x_data/0_real/p1_178_real.png
train,Synthetic,/train/7x_data/1_fake/p1_17_fake.png
train,Real,/train/7x_data/0_real/p1_17_real.png
train,Synthetic,/train/7x_data/1_fake/p1_180_fake.png
train,Real,/train/7x_data/0_real/p1_180_real.png
train,Synthetic,/train/7x_data/1_fake/p1_181_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_182_fake.png
train,Real,/train/7x_data/0_real/p1_182_real.png
train,Synthetic,/train/7x_data/1_fake/p1_183_fake.png
train,Real,/train/7x_data/0_real/p1_186_real.png
train,Synthetic,/train/7x_data/1_fake/p1_187_fake.png
train,Real,/train/7x_data/0_real/p1_187_real.png
train,Real,/train/7x_data/0_real/p1_189_real.png
train,Real,/train/7x_data/0_real/p1_18_real.png
train,Synthetic,/train/7x_data/1_fake/p1_190_fake.png
train,Real,/train/7x_data/0_real/p1_192_real.png
train,Synthetic,/train/7x_data/1_fake/p1_194_fake.png
train,Real,/train/7x_data/0_real/p1_194_real.png
train,Synthetic,/train/7x_data/1_fake/p1_197_fake.png
train,Real,/train/7x_data/0_real/p1_197_real.png
train,Real,/train/7x_data/0_real/p1_198_real.png
train,Synthetic,/train/7x_data/1_fake/p1_1_fake.png
train,Real,/train/7x_data/0_real/p1_1_real.png
train,Real,/train/7x_data/0_real/p1_200_real.png
train,Real,/train/7x_data/0_real/p1_201_real.png
train,Real,/train/7x_data/0_real/p1_202_real.png
train,Synthetic,/train/7x_data/1_fake/p1_203_fake.png
train,Real,/train/7x_data/0_real/p1_203_real.png
train,Real,/train/7x_data/0_real/p1_205_real.png
train,Real,/train/7x_data/0_real/p1_206_real.png
train,Synthetic,/train/7x_data/1_fake/p1_207_fake.png
train,Real,/train/7x_data/0_real/p1_207_real.png
train,Real,/train/7x_data/0_real/p1_208_real.png
train,Synthetic,/train/7x_data/1_fake/p1_209_fake.png
train,Real,/train/7x_data/0_real/p1_20_real.png
train,Synthetic,/train/7x_data/1_fake/p1_210_fake.png
train,Real,/train/7x_data/0_real/p1_213_real.png
train,Synthetic,/train/7x_data/1_fake/p1_214_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_215_fake.png
train,Real,/train/7x_data/0_real/p1_215_real.png
train,Synthetic,/train/7x_data/1_fake/p1_216_fake.png
train,Synthetic,/train/7x_data/1_fake/p1_218_fake.png
